model,train_nmf_dir,ext_nmf_dir,train_len,ext_len,rank,train_pattern_id,train_type,ext_pattern_id,cosine_vsim,topk_iou,hybrid_sim,status
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,0,D,12,0.9140968063638029,0.40476190476190477,0.6594293555628539,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,1,V,8,0.8709755944060458,0.3789649415692821,0.624970267987664,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,2,D,9,0.2313847168310353,0.022277227722772276,0.1268309722769038,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,3,V,4,0.15427019607367734,0.1774768353528154,0.16587351571324638,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,4,V,10,0.14713411559348333,0.012875536480686695,0.08000482603708502,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,5,V,3,0.509258302457989,0.24210526315789474,0.37568178280794184,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,6,D,6,0.48494141675298,0.05761843790012804,0.27127992732655404,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,7,V,5,0.6982770960927472,0.38242677824267785,0.5403519371677126,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,8,V,15,0.5429716225761014,0.14009661835748793,0.34153412046679466,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,9,D,1,0.7436759697845792,0.5381750465549349,0.640925508169757,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,10,D,2,0.7661167190452925,0.4143835616438356,0.5902501403445641,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,11,O,14,0.6198868089241392,0.22008862629246675,0.41998771760830295,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,12,V,7,0.26354081006337815,0.09259259259259259,0.17806670132798535,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,13,V,13,0.7287359593245867,0.37666666666666665,0.5527013129956266,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,14,O,0,0.6892009089481339,0.39409282700421944,0.5416468679761767,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R16,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L4096_checkpoint-15900_salient_R16,512,4096,16,15,D,11,0.5463411097813369,0.2505677517032551,0.39845443074229603,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,0,D,0,0.9224428746233617,0.3675496688741722,0.644996271748767,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,1,V,10,0.7557601524449508,0.14246196403872752,0.44911105824183917,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,2,D,2,0.8025171960197567,0.4265975820379965,0.6145573890288766,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,3,V,5,0.06568502087577986,0.12075983717774763,0.09322242902676375,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,4,V,25,0.6798988566424615,0.24397590361445784,0.4619373801284597,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,5,V,3,0.9247544659618232,0.16584333098094567,0.5452988984713845,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,6,D,31,0.7749889000743698,0.6805696846388606,0.7277792923566152,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,7,V,23,0.13951935444376234,0.0790333115610712,0.10927633300241676,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,8,V,8,0.21080286120497743,0.10575635876840696,0.1582796099866922,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,9,D,1,0.5444562390226756,0.3952702702702703,0.46986325464647294,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,10,D,22,0.5400023466803715,0.2946708463949843,0.4173365965376779,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,11,O,29,0.31870299108676775,0.19536903039073805,0.25703601073875293,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,12,V,20,0.9277594461213879,0.1774768353528154,0.5526181407371017,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,13,D,15,0.28880644333834876,0.08970976253298153,0.18925810293566514,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,14,O,6,0.6845965736842872,0.26396327467482783,0.4742799241795575,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,15,D,13,0.39766461065585773,0.2458521870286576,0.32175839884225765,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,16,D,9,0.563293449912385,0.3917438921651222,0.47751867103875356,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,17,D,21,0.5632435395377886,0.2776488785769528,0.42044620905737073,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,18,V,26,0.9244576315764172,0.1774768353528154,0.5509672334646163,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,19,D,4,0.027071965963195135,0.0325,0.02978598298159757,missing
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,20,V,19,0.8151223267919881,0.1774768353528154,0.4962995810724018,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,21,O,28,0.7250959932314104,0.32265812650120096,0.5238770598663056,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,22,D,27,0.557573730493014,0.3079968329374505,0.43278528171523223,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,23,D,14,0.6896674951334962,0.3976311336717428,0.5436493144026195,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,24,O,7,0.6135689566735043,0.17412935323383086,0.39384915495366757,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,25,D,16,0.7162607051232471,0.5453695042095417,0.6308151046663943,retained
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,26,V,30,0.8909470695862575,0.16831683168316833,0.5296319506347129,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,27,O,24,0.7080265111738171,0.26881720430107525,0.4884218577374462,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,28,V,18,0.7327465696332724,0.24962178517397882,0.49118417740362563,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,29,O,12,0.8245405239908465,0.3365695792880259,0.5805550516394362,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,30,O,11,0.723280584342729,0.25627376425855514,0.48977717430064205,drifted
PaTH-only,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L512_checkpoint-15900_salient_R32,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/PA_baseline_multi_seeds/nmf_logit_motifs/L2048_checkpoint-15900_salient_R32,512,2048,32,31,D,17,0.6196004143842863,0.2182890855457227,0.41894474996500447,drifted
